BettingSite, Date, PlayerName, Score, ScoreType
PrizePicks, Sat Aug 05 11:30 PM, Jake Paul, 79.5, Punches Landed
PrizePicks, Sat Aug 05 11:30 PM, Nate Diaz, 65.5, Punches Landed
PrizePicks, Sat Aug 05 11:30 PM, Jake Paul, 24.0, Fight Time (Mins)
PrizePicks, Sat Aug 05 11:30 PM, Jake Paul, 108.5, Fantasy Score
