BettingSite, Event Tab, League, Event, Market, Stats
Betano, Double Faults, Kitzbuhel, Marc-Andrea Huesler - Daniel Altmaier, Most Aces or Most Double Faults - Set 1, Most Double Faults +470
Betano, Double Faults, Kitzbuhel, Marc-Andrea Huesler - Daniel Altmaier, Most Aces or Most Double Faults - Set 2, Tie +590
Betano, Double Faults, Kitzbuhel, Marc-Andrea Huesler - Daniel Altmaier, Most Aces or Most Double Faults - Set 2, Most Double Faults +470
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Double Faults, Under5.5 -154
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Double Faults, Over5.5 +112
Betano, Double Faults, Kitzbuhel, Marc-Andrea Huesler - Daniel Altmaier, Most Aces or Most Double Faults - Set 1, Tie +590
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Double Faults, 5+ -167
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Double Faults, 8+ +315
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Double Faults, 9+ +500
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Double Faults, 7+ +192
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Double Faults, 10+ +750
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Thiago Seyboth Wild Double Faults, Under2.5 +110
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Thiago Seyboth Wild Double Faults, 2+ -455
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Thiago Seyboth Wild Double Faults, Over2.5 -154
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Thiago Seyboth Wild Double Faults, 4+ +145
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Thiago Seyboth Wild Double Faults, 5+ +290
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Double Faults, 6+ +112
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Thiago Seyboth Wild Double Faults, 3+ -154
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Dennis Novak Double Faults, Over2.5 +132
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Thiago Seyboth Wild Double Faults, 6+ +530
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Dennis Novak Double Faults, 2+ -213
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Thiago Seyboth Wild Double Faults, 7+ +875
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Dennis Novak Double Faults, Under2.5 -182
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Dennis Novak Double Faults, 5+ +640
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Dennis Novak Double Faults, 3+ +135
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Dennis Novak Double Faults, 6+ +1100
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Dennis Novak Double Faults, 7+ +1500
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Double Faults - Set 1, Over2.5 +137
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Double Faults - Set 1, Under2.5 -192
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Thiago Seyboth Wild Total Double Faults - Set 1, Over1.5 +142
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Thiago Seyboth Wild Total Double Faults - Set 1, Under1.5 -200
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Dennis Novak Double Faults, 4+ +315
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Dennis Novak Total Double Faults - Set 1, Over0.5 -175
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Total Double Faults, 2-3 +270
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Dennis Novak Total Double Faults - Set 1, Under0.5 +125
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Total Double Faults, 4-5 +180
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Total Double Faults, 0-1 +1200
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Total Double Faults, 8-9 +490
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Total Double Faults, 10-11 +1150
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Total Double Faults, 12-13 +3100
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 2 Double Faults, Thiago Seyboth Wild -161
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 2 Double Faults, Dennis Novak +145
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 2 Double Faults, Neither +640
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 3 Double Faults, Thiago Seyboth Wild -108
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 3 Double Faults, Dennis Novak +230
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 3 Double Faults, Neither +195
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Total Double Faults, 14+ +8900
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 4 Double Faults, Thiago Seyboth Wild +157
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 4 Double Faults, Neither -133
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 4 Double Faults, Dennis Novak +410
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 5 Double Faults, Thiago Seyboth Wild +265
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 5 Double Faults, Dennis Novak +725
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 6 Double Faults, Thiago Seyboth Wild +420
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 5 Double Faults, Neither -323
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 6 Double Faults, Dennis Novak +1200
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 7 Double Faults, Thiago Seyboth Wild +570
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Total Double Faults, 6-7 +250
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 6 Double Faults, Neither -833
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 7 Double Faults, Dennis Novak +1650
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 8 Double Faults, Thiago Seyboth Wild +680
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Double Faults, Thiago Seyboth Wild -154
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 8 Double Faults, Neither -6667
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 8 Double Faults, Dennis Novak +2000
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, First Double Fault, Thiago Seyboth Wild -167
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Race to 7 Double Faults, Neither -2000
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Double Faults, Dennis Novak +182
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Set With Most Double Faults (Between First Two), First Set +130
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Set With Most Double Faults (Between First Two), Tie +360
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, First Double Fault, Dennis Novak +118
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Set With Most Double Faults (Between First Two), Second set +130
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Aces or Most Double Faults, Tie +570
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Aces or Most Double Faults, Most Aces -192
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Aces or Most Double Faults, Most Double Faults +200
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Aces or Most Double Faults - Set 1, Most Aces -128
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Aces or Most Double Faults - Set 1, Most Double Faults +185
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Aces or Most Double Faults - Set 1, Tie +345
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Aces or Most Double Faults - Set 2, Most Aces -128
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Aces or Most Double Faults - Set 2, Most Double Faults +185
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Aces or Most Double Faults - Set 2, Tie +345
Betano, Double Faults, Kitzbuhel, Thiago Seyboth Wild - Dennis Novak, Most Double Faults, Tie +400
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Double Faults, Under4.5 -115
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Double Faults, 5+ -120
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Double Faults, 4+ -250
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Double Faults, Over4.5 -120
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Double Faults, 9+ +670
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Double Faults, 8+ +430
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Laslo Djere Double Faults, Over2.5 -120
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Laslo Djere Double Faults, Under2.5 -114
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Double Faults, 7+ +265
